z,M,n,lower,upper,d,dist_indices,year
2.4228082879171433,14.75,-0.3542869775244912,2.000995378088267,0,0.6308455450384945,1,2014
2.3706539182259396,40.75,1.2169054108029942,1.9746246209663574,0,0.37136789095107275,1,2014
2.819574435974337,20.75,0.17341052437732385,1.9889597801751624,0,0.6189770029011432,1,2013
2.293468988235943,18.25,-0.025082862438039793,1.992997125889855,0,0.5368604828837674,1,2013
2.8774989139876315,28,0.6367197866464223,1.9813718148763053,0,0.5437961803049793,1,2014
2.118962010041709,42.25,1.2727955478271522,1.9741004473989738,0,0.32599415539103216,1,2014
2.0199009876724157,38.75,1.139096518709243,1.9753871310551108,0,0.32448470315354644,1,2014
3.8522720568516444,59.75,1.8086282563537952,1.9699394059169582,0,0.4983655293424898,1,2013
3.1780497164141406,74.25,2.14455274420976,1.9679835253762155,0,0.3688182967626959,1,2013
1.982422760159901,26,0.5221395661447706,1.9830375264837257,0,0.38878508993253097,5,2013
1.9672315572906003,13.25,-0.5201020195316106,2.0057459953178687,0,0.5404400722541892,5,2003
2.16794833886788,20.5,0.15466938058114524,1.9893185571365724,0,0.47881968702521704,1,2014
2.240535650240808,12.75,-0.5795757146151159,2.007583770315836,0,0.62747548971739,1,2003
3.1192947920964444,6.25,-1.6818855446738314,2.0595385527532977,0,1.2477179168385777,1,2003
2.3259406699226015,26.5,0.5515904648331517,1.9825972617655003,0,0.45183065787552135,1,2003
4.173727350941841,72,2.0969759001433133,1.9682351736147847,0,0.49187848544579027,1,2014
2.355843797877949,15,-0.32830106444764096,2.0002978220142595,0,0.6082762530298219,1,2003
2.080865204668481,17.75,-0.06803355300917058,1.9939433678456253,0,0.49390653161487036,1,2003
3.1937438845342623,18.75,0.016706855349011448,1.9921021540022417,0,0.7375635565834309,1,2003
3.0528675044947495,14,-0.43497269771833935,2.0032407188478722,0,0.8159131606453506,1,2003
3.5902646142032486,22.25,0.2813235269901405,1.986978699506281,0,0.7611345759434591,1,2003
2.7658633371878665,12.75,-0.5795757146151159,2.007583770315836,0,0.7745966692414834,1,2003
1.6733200530681511,9.5,-1.034506847077639,2.0243941639119694,0,0.542896714030637,5,2013
2.4758836806279896,7.75,-1.3492963698169353,2.039513446396408,0,0.8893636724847064,1,2013
2.7766886753829643,55.25,1.6875653201387102,1.9707562704894734,0,0.3735605858655557,1,2013
2.3043437243605824,19.25,0.057396715054789785,1.9912543953883848,0,0.525208678378562,1,2013
2.0952326839756963,19,0.03718563728712385,1.9916726096446642,0,0.4806793438238711,1,2013
1.96468827043885,15.75,-0.25286535076694255,1.9983405425207414,0,0.4950549111758867,5,2013
2.8,9.25,-1.0757393021329231,2.026192463029109,0,0.9206343289100009,1,2013
2.7964262908219126,13.25,-0.5201020195316106,2.0057459953178687,0,0.7682373846964772,1,2013
2.3473389188611002,37,1.067645666596602,1.9761224936137383,0,0.38590014112321713,1,2013
2.8653097563788807,12.5,-0.6101930603090684,2.0085591121007607,0,0.8104319835741923,1,2013
2.8600699292150185,11.25,-0.7730936331543233,2.0141033888808466,0,0.8527081042837057,1,2013
4.659399102888698,11,-0.807839487129244,2.0153675744437636,0,1.404861688436397,1,2003
2.3769728648009427,52,1.5938320505095336,1.9714346585202398,0,0.329626828631782,1,2014
2.7147743920996454,15,-0.32830106444764096,2.0002978220142595,0,0.7009517339541527,1,2014
2.090454496036687,64.5,1.92690071844906,1.969201386233904,0,0.26029202443504895,1,2013
2.2715633383201093,26.25,0.5369351377363922,1.9828152737950477,0,0.44336376551476164,1,2014
2.792848008753788,15.5,-0.2776038854521724,1.9989715170333784,0,0.7093841036079205,1,2014
3.018277654557314,20.5,0.15466938058114524,1.9893185571365724,0,0.6666260150207454,1,2014
2.9376861643136762,18.75,0.016706855349011448,1.9921021540022417,0,0.678429559104456,1,2014
4.818713521262703,28.25,0.650463214316836,1.9811803594146613,0,0.9066128736428063,1,2013
3.449637662132068,15.25,-0.30274469031855855,1.9996235849949389,0,0.8833616863167991,1,2013
1.752141546793523,11.25,-0.7730936331543233,2.0141033888808466,0,0.5223876806442594,5,2013
2.8879058156387303,8.25,-1.2526320558359265,2.0345152974493383,0,1.0054397500144356,1,2013
2.3979157616563596,13.5,-0.4912016372928951,2.004879288188057,0,0.6526300069150405,1,2013
2.701851217221259,20.75,0.17341052437732385,1.9889597801751624,0,0.5931333989210712,1,2013
2.5592967784139455,7.5,-1.3999935488124031,2.0422724563012378,0,0.9345230512584124,1,2013
2.172556098240043,33,0.8907529128935988,1.9780988419241194,0,0.37819347301388345,1,2013
2.195449840010015,33,0.8907529128935988,1.9780988419241194,0,0.38217876191725525,1,2013
2.039607805437114,13.5,-0.4912016372928951,2.004879288188057,0,0.5551109331909687,1,2013
2.1047565179849186,14.75,-0.3542869775244912,2.000995378088267,0,0.5480319179124947,1,2013
1.7492855684535902,17.25,-0.11221157083867761,1.9949454151072379,0,0.42117847089782035,5,2004
2.553429066960741,14.25,-0.4076069314195585,2.002465459291007,0,0.6764198841319812,1,2014
3.049098227345259,5.5,-1.8795319714940064,2.073873067904026,0,1.3001398526172623,1,2004
2.7440845468024486,8.5,-1.2064756302731958,2.0322445093177186,0,0.941213234576085,1,2013
4.318564576337836,17.75,-0.06803355300917058,1.9939433678456253,0,1.0250386457846905,1,2004
2.6210684844162313,20.5,0.15466938058114524,1.9893185571365724,0,0.5788971853615391,1,2004
2.3515952032609695,17,-0.13478314590843288,1.9954689314298435,0,0.5703456124553418,1,2013
2.5942243542145698,19.75,0.09704312917849545,1.9904502102301285,0,0.5837460866428881,1,2013
2.179449471770337,25,0.4614994240556952,1.9839715185235516,0,0.4358898943540674,1,2013
2.240535650240808,16.75,-0.1576891268262648,1.9960083540252964,0,0.547449990900825,1,2013
2.211334438749598,19,0.03718563728712385,1.9916726096446642,0,0.5073149130989858,1,2014
1.96468827043885,26.75,0.566108181193088,1.9823833701756908,0,0.37986716812665017,5,2014
3.9698866482558417,11.5,-0.7391114864967582,2.0128955989194286,0,1.1706557062640988,1,2003
4.843552415324934,14.75,-0.3542869775244912,2.000995378088267,0,1.2611536284593847,1,2003
2.009975124224178,16.25,-0.20454499842333995,1.9971379083920036,0,0.4986134621281144,1,2013
2.0149441679609885,37,1.067645666596602,1.9761224936137383,0,0.3312547806896223,1,2003
2.04939015319192,42.75,1.2909854686032851,1.9739339541031038,0,0.3134415639877515,1,2013
5.060632371551998,44,1.3355454816002812,1.9735343877061018,0,0.7629190353801998,1,2003
2.582634314028992,16.25,-0.20454499842333995,1.9971379083920036,0,0.640672723363137,1,2004
4.075536774462966,28.5,0.6640855529452044,1.9809922979758565,0,0.7634179835082873,1,2003
1.5491933384829668,26.5,0.5515904648331517,1.9825972617655003,0,0.30094191754531147,5,2013
1.4247806848775006,51.75,1.5863808291841646,1.9714903918673319,0,0.19805820644471314,5,2004
3.02,10,-0.9552009801057209,2.0210753903062733,0,0.9550078533708505,1,2014
2.78,37.25,1.0780573250157959,1.976013177689186,0,0.4554929478085865,1,2013
2.32,8.25,-1.2526320558359265,2.0345152974493383,0,0.8077203236344379,1,2013
2.64,29.25,0.7042469130961688,1.9804475986834025,0,0.4881361726782016,1,2013
5.19,13.5,-0.4912016372928951,2.004879288188057,0,1.4125390850049662,1,2014
2.06,32.75,0.8789952483797493,1.9782385392303685,0,0.3599660713443476,1,2013
2.91,28,0.6367197866464223,1.9813718148763053,0,0.5499383082284256,1,2014
2.14,9.75,-0.9943454869266747,2.0226909200367604,0,0.6853484982857729,1,2004
0.22,9.75,-0.9943454869266747,2.0226909200367604,0,0.07045638767423834,5,2004
3.74,8.5,-1.2064756302731958,2.0322445093177186,0,1.282809416865966,1,2004
2.02,9.25,-1.0757393021329231,2.026192463029109,0,0.6641719087136435,5,2013
2.84,14.5,-0.38071711569635436,2.0017174841452356,0,0.7458205386432241,1,2013
2.39,24.25,0.41440566870823836,1.9847231860139845,0,0.48533546693387,1,2013
2.25,5,-2.0268934644704837,2.085963447265865,0,1.0062305898749053,1,2014
2.71,14.75,-0.3542869775244912,2.000995378088267,0,0.7056238975160654,1,2014
2.93,5.75,-1.8108039708615211,2.068657610419048,0,1.2218944663744582,1,2004
2.68,3.25,-2.6929378869495175,2.1603686564627917,0,1.4865965258836142,1,2004
2.89,3.25,-2.6929378869495175,2.1603686564627917,0,1.6030835670909123,1,2004
3.91,44.5,1.3530160113549035,1.9733808885488218,0,0.5861337807947636,1,2013
2.05,7.375,-1.425979461889254,2.043724966772123,0,0.7548711866766251,1,2013
1.12,36.75,1.057163420123773,1.976233308895321,0,0.18475208614068026,5,2013
0.83,37.5,1.0883993397137743,1.9759053308966146,0,0.13553843243400251,5,2013
0.882,37.25,1.0780573250157959,1.976013177689186,0,0.14451251077955876,5,2013
3.93,5,-2.0268934644704837,2.085963447265865,0,1.7575494303148347,1,2003
2.27,9.5,-1.034506847077639,2.0243941639119694,0,0.736485251933662,1,2013
2.27,20.25,0.13569827836518547,1.9896863234569027,0,0.5044444444444445,1,2013
2.78,35,0.9817277064430746,1.977053719657091,0,0.46990576562905517,1,2013
2.29,38.75,1.139096518709243,1.9753871310551108,0,0.3678744526373445,1,2013
1.97,43.5,1.3178752843264891,1.9736914397560712,0,0.29869062917008793,5,2013
2.78,63.25,1.896642895005897,1.9693848042206028,0,0.34955420508483387,1,2014
3.16,9.5,-1.034506847077639,2.0243941639119694,0,1.0252393815464194,1,2013
1.83,20,0.11649150425904144,1.990063421254446,0,0.4092004398824615,5,2014
2.38,9.5,-1.034506847077639,2.0243941639119694,0,0.7721739645824297,1,2014
2.02,2.25,-3.261486521680501,2.262157162798205,0,1.3466666666666667,5,2003
2.73,28.25,0.650463214316836,1.9811803594146613,0,0.5136335941374441,1,2014
2.09,14.5,-0.38071711569635436,2.0017174841452356,0,0.5488608893536402,1,2013
2.02,14.5,-0.38071711569635436,2.0017174841452356,0,0.5304779887532791,1,2013
4.37,23.75,0.3821935570837762,1.9852510035054978,0,0.8967050797224247,1,2014
2.41,23.75,0.3821935570837762,1.9852510035054978,0,0.49452156570504435,1,2014
2.39,17.25,-0.11221157083867761,1.9949454151072379,0,0.5754443777499768,1,2013
2.24,14.5,-0.38071711569635436,2.0017174841452356,0,0.588252819211557,1,2014
2.04,12,-0.6733089842442926,2.010634757624232,0,0.5888972745734183,1,2014
2.28,29,0.6909753686684086,1.9806260024590894,0,0.42338537104367824,1,2014
3.67,7.25,-1.4524096000611166,2.0452296421327034,0,1.3630037822195606,1,2013
2.2,7.25,-1.4524096000611166,2.0452296421327034,0,0.8170594879790283,1,2013
1.84,14.5,-0.38071711569635436,2.0017174841452356,0,0.48320767292377903,5,2013
2.2,14.5,-0.38071711569635436,2.0017174841452356,0,0.5777483045827793,1,2013
1.95,14.5,-0.38071711569635436,2.0017174841452356,0,0.5120950881529179,5,2013
2.01,14.75,-0.3542869775244912,2.000995378088267,0,0.5233594221429119,1,2004
3.01,6.25,-1.6818855446738314,2.0595385527532977,0,1.204,1,2004
2.44,10.25,-0.9170231037836177,2.0195409704413754,0,0.7621279580163977,1,2004
2.735,12.25,-0.6414289798990699,2.0095752371292397,0,0.7814285714285714,1,2013
2.66,19.25,0.057396715054789785,1.9912543953883848,0,0.6062702667652738,1,2013
2.41,6.5,-1.6212454025847547,2.0555294386428726,0,0.9452797713660471,1,2013
2.33,28,0.6367197866464223,1.9813718148763053,0,0.4403286110557497,1,2013
2.64,50.75,1.5562115708524418,1.9717188484634511,0,0.37058335054941893,1,2013
2.45,10.25,-0.9170231037836177,2.0195409704413754,0,0.7652514332541698,1,2013
2.04,7,-1.506665182083103,2.0484071417952445,0,0.7710475249388236,5,2013
2.85,19.75,0.09704312917849545,1.9904502102301285,0,0.6413001035278336,1,2013
2.3,12,-0.6733089842442926,2.010634757624232,0,0.6639528095680696,1,2013
2.05,14.25,-0.4076069314195585,2.002465459291007,0,0.5430582663966679,1,2013
2.31,13,-0.5495529182199916,2.006646805061688,0,0.6406787266401397,1,2013
2.01,27.25,0.5947409519326413,1.9819674897364825,0,0.3850461666589028,1,2013
3.03,14,-0.43497269771833935,2.0032407188478722,0,0.8098015629946459,1,2003
3.08,12,-0.6733089842442926,2.010634757624232,0,0.8891194145520237,1,2013
2.71,12.75,-0.5795757146151159,2.007583770315836,0,0.7589518055431813,1,2013
2.12,14.75,-0.3542869775244912,2.000995378088267,0,0.5520009825586932,1,2013
2.78,17.75,-0.06803355300917058,1.9939433678456253,0,0.6598506019557824,1,2013
2.04,35.5,1.0036589313555924,1.9768109936328526,0,0.34238599418504917,1,2013
2.37,46.25,1.4126535863932546,1.9728699462108947,0,0.3484917308724649,1,2014
2.79,10.25,-0.9170231037836177,2.0195409704413754,0,0.8714495913384219,1,2014
2.81,18.5,-0.004046817768159494,1.9925434951809322,0,0.6533117297402644,1,2014
2.06,15.75,-0.25286535076694255,1.9983405425207414,0,0.5190712095993387,1,2014
2.3,16,-0.22851641553761093,1.997729654317693,0,0.575,1,2014
2.23,42,1.2636197023045028,1.9741851911433224,0,0.34409647041546493,1,2014
2.26,9.25,-1.0757393021329231,2.026192463029109,0,0.7430834226202149,1,2014
2.28,11.75,-0.7058601956469653,2.0117405137297655,0,0.6651443612303991,1,2004
3.1,8.25,-1.2526320558359265,2.0345152974493383,0,1.0792814669253266,1,2004
2.52,23.25,0.34929603020590816,1.9858018143458231,0,0.5226236541441344,1,2013
2.19,24,0.39838350012046964,1.984984311522457,0,0.44703187805793004,1,2013
2.02,52.75,1.6159726498461708,1.9712706460485934,0,0.2781250698918918,1,2014
2.16,20.75,0.17341052437732385,1.9889597801751624,0,0.4741816031554623,1,2014
2.62,39.25,1.1589189111522267,1.9751891630765868,0,0.418197527461034,1,2013
2.43,40.5,1.207390762729947,1.9747157859237872,0,0.3818376618407357,1,2013
3.84,38,1.1088781216518868,1.9756939278152652,0,0.6229302571421281,1,2014
3.15,33.75,0.9254987668685202,1.9776922772392431,0,0.5422176684690384,1,2014
2.87,12,-0.6733089842442926,2.010634757624232,0,0.828497636287113,1,2014
3.34,31.25,0.8065073438523476,1.979124109423783,0,0.5974773635879438,1,2014
2.9,14.5,-0.38071711569635436,2.0017174841452356,0,0.7615773105863908,1,2014
2.12,17,-0.13478314590843288,1.9954689314298435,0,0.5141755250770259,1,2014
2.84,22.5,0.29859885121043966,1.9866745407037678,0,0.5987245703252131,1,2014
0.045,20.5,0.15466938058114524,1.9893185571365724,0,0.009938837346736187,5,2014
2.88,7.5,-1.3999935488124031,2.0422724563012378,0,1.051627310409919,1,2014
2.88,7.75,-1.3492963698169353,2.039513446396408,0,1.0345265396742234,1,2014
2.07,11.25,-0.7730936331543233,2.0141033888808466,0,0.6171547617899419,1,2014
2.33,24,0.39838350012046964,1.984984311522457,0,0.47560925839040047,1,2013
2.1,10,-0.9552009801057209,2.0210753903062733,0,0.6640783086353597,1,2013
5.45,21.75,0.24618279996172623,1.9876082815890703,0,1.1686026629731963,1,2004
2.6,17.5,-0.08996477792168699,1.994437111771186,0,0.6215188768538847,1,2004
3.4,62.5,1.878199828217109,1.9694983934211523,0,0.4300697617828996,1,2013
2.1,18,-0.046409068586212736,1.9934635666618716,0,0.49497474683058335,1,2004
2.04,11,-0.807839487129244,2.0153675744437636,0,0.6150831429386379,1,2014
2.044,17,-0.13478314590843288,1.9954689314298435,0,0.4957428175742646,1,2014
4.822,4.5,-2.1897940373157385,2.1009220402410382,0,2.273112599254355,1,2003
3.804,4.5,-2.1897940373157385,2.1009220402410382,0,1.7932227970890846,1,2003
2.66,18.75,0.016706855349011448,1.9921021540022417,0,0.6143006864177618,1,2014
4,9.25,-1.0757393021329231,2.026192463029109,0,1.3151918984428583,1,2013
2.81,9.25,-1.0757393021329231,2.026192463029109,0,0.923922308656108,1,2013
2.68,7.75,-1.3492963698169353,2.039513446396408,0,0.9626844188635136,1,2004
3.17,25.25,0.4768838836500751,1.983731002955606,0,0.6308535785931331,1,2013
